appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,Sexual-content,corrected_owners,total_ratings,multiplayer
292910,Deponia: The Complete Journey,2014-07-08,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure,Adventure;Point & Click;Comedy,105,2552,359,262,262,500000-1000000,25.99,0,750000.0,87.66746822397802,0
294100,RimWorld,2018-10-17,1,Ludeon Studios,Ludeon Studios,windows;mac;linux,0,Single-player;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,Base-Building;Survival;Strategy,0,38556,857,5017,2106,1000000-2000000,27.79,0,1500000.0,97.825590541192,0
297750,Close Combat - Gateway to Caen,2014-06-06,1,Slitherine Ltd.,Slitherine Ltd.,windows,0,Single-player;Multi-player;Includes level editor,Simulation;Strategy,Strategy;World War II;Simulation,0,191,111,1,1,20000-50000,29.99,0,35000.0,63.24503311258278,1
298110,Far Cry® 4,2014-12-01,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Open World;Action;FPS,0,17082,4740,1062,977,1000000-2000000,25.99,0,1500000.0,78.27880120978828,1
299950,GET EVEN,2017-06-20,1,The Farm 51,BANDAI NAMCO Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Mystery;Psychological Horror,40,605,156,0,0,20000-50000,24.99,0,35000.0,79.5006570302234,0
301320,NoLimits 2 Roller Coaster Simulation,2014-08-21,1,Ole Lange,Mad Data GmbH & Co. KG,windows;mac,0,Single-player;VR Support;Steam Workshop;Partial Controller Support,Indie;Simulation,Simulation;Realistic;VR,0,402,43,9,9,20000-50000,27.99,0,35000.0,90.3370786516854,0
301610,openCanvas 6,2014-09-01,1,PGN Inc,PGN Inc,windows,0,Single-player;Steam Trading Cards,Design & Illustration;Photo Editing,Design & Illustration;Photo Editing;Software,0,399,60,150,150,0-20000,29.99,0,10000.0,86.9281045751634,0
301640,Zombie Army Trilogy,2015-03-06,1,Rebellion,Rebellion,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Zombies;Action;Co-op,68,8472,1330,400,381,500000-1000000,29.99,0,750000.0,86.43134054274638,0
303290,OZMAFIA!!,2016-04-29,1,Poni-Pachet SY,MangaGamer,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Otome;Visual Novel;Female Protagonist,0,295,40,0,0,0-20000,26.99,0,10000.0,88.05970149253731,0
304530,Agents of Mayhem,2017-08-15,1,Deep Silver Volition,Deep Silver,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Sexual Content;Violent;Action,Action;Open World;Third Person,49,1808,1264,863,1471,100000-200000,26.99,0,150000.0,58.854166666666664,0
306630,Civil War II,2014-07-03,1,Ageod,Slitherine Ltd.,windows,0,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;Historical,0,129,41,0,0,0-20000,29.99,0,10000.0,75.88235294117646,1
306640,Battle Academy 2: Eastern Front,2014-09-12,1,Slitherine Ltd.,Slitherine Ltd.,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Includes level editor,Strategy,Strategy;World War II;Turn-Based,0,94,12,0,0,0-20000,29.99,0,10000.0,88.67924528301887,1
307960,IL-2 Sturmovik: Battle of Stalingrad,2014-10-22,1,1C Game Studios;777 Studios,1C Game Studios,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Simulation,Simulation;Flight;World War II,0,1571,653,997,1424,100000-200000,39.99,0,150000.0,70.63848920863309,1
310560,DiRT Rally,2015-12-07,1,Codemasters Racing Studio;Feral Interactive (Linux);Feral Interactive (Mac),Codemasters;Feral Interactive (Linux);Feral Interactive (Mac),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Driving,170,17632,2496,488,251,1000000-2000000,24.99,0,1500000.0,87.5993640699523,1
311210,Call of Duty®: Black Ops III,2015-11-05,1,Treyarch;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Adventure,Multiplayer;FPS;Zombies,98,36255,23157,4925,2513,1000000-2000000,44.99,0,1500000.0,61.023025651383556,1
311260,The Guild 3,2017-09-26,1,Purple Lamp Studios;GolemLabs,THQ Nordic,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,RPG;Simulation;Strategy;Early Access,Early Access;Economy;Medieval,26,1257,1324,0,0,50000-100000,24.99,0,75000.0,48.7020534676482,0
311290,SpellForce 3,2017-12-07,1,Grimlore Games;THQ Nordic,THQ Nordic,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,RPG;Strategy,RPG;Strategy;RTS,39,2024,802,6,6,200000-500000,39.99,0,350000.0,71.6206652512385,1
311310,Naval Action,2016-01-21,1,Game-Labs,Game-Labs,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op,Action;Adventure;Indie;Massively Multiplayer;Simulation;Strategy;Early Access,Early Access;Naval;Open World,0,3117,2029,1536,1536,100000-200000,29.99,0,150000.0,60.571317528177225,1
312360,To End All Wars,2014-08-29,1,Ageod,Slitherine Ltd.,windows,0,Single-player;Multi-player;Co-op,Simulation;Strategy,Strategy;Simulation;World War I,0,92,47,0,0,0-20000,29.99,0,10000.0,66.18705035971223,1
312370,"Warhammer 40,000: Armageddon",2014-11-26,1,Flashback Games;The Lordz Games Studio,Slitherine Ltd.,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Includes level editor,Strategy,Warhammer 40K;Strategy;Turn-Based Tactics,0,458,128,0,0,50000-100000,29.99,0,75000.0,78.15699658703072,1
312650,Battlezone Gold Edition,2017-05-11,1,Rebellion,Rebellion,windows,0,Single-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Action,Action;VR;Tanks,49,161,49,107,107,0-20000,29.99,0,10000.0,76.66666666666667,0
312660,Sniper Elite 4,2017-02-13,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Sniper;Multiplayer;Shooter,85,10885,1910,522,579,500000-1000000,39.99,0,750000.0,85.07229386479094,1
312670,Strange Brigade,2018-08-27,1,Rebellion,Rebellion,windows,0,Single-player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Adventure;Action;Co-op,60,1329,388,490,490,50000-100000,39.99,0,75000.0,77.40244612696564,0
312980,Graviteam Tactics: Mius-Front,2016-03-04,1,Graviteam,Graviteam,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;World War II,39,271,38,0,0,0-20000,26.99,0,10000.0,87.70226537216828,0
315660,Trainz: A New Era,2015-05-14,1,N3V Games,Deep Silver,windows;mac,0,Single-player;Multi-player;Co-op,Simulation,Simulation;Trains;Driving,23,831,423,90,90,20000-50000,29.99,0,35000.0,66.26794258373205,1
320240,We Happy Few,2018-08-10,1,Compulsion Games,Gearbox Publishing,windows,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Action;Adventure;Indie,Open World;Survival;Psychological Horror,50,3130,1333,308,308,100000-200000,44.99,0,150000.0,70.13219807304503,0
321190,Cho Dengeki Stryker All Ages Version,2014-09-19,1,OVERDRIVE,MangaGamer,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Visual Novel;Adventure;Anime,0,85,7,359,359,0-20000,26.99,0,10000.0,92.3913043478261,0
321410,Command: Modern Air / Naval Operations WOTY,2014-09-26,1,WarfareSims,Slitherine Ltd.,windows,0,Single-player;Steam Workshop;Includes level editor,Simulation;Strategy,Simulation;Strategy;Naval,0,424,78,0,0,20000-50000,60.99,0,35000.0,84.4621513944223,0
321960,Might & Magic® Heroes® VII,2015-09-29,1,Limbic Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,Strategy;Turn-Based Strategy;RPG,33,1438,1665,0,0,100000-200000,33.99,0,150000.0,46.34224943602965,1
322520,DYNASTY WARRIORS® 8 Empires,2015-02-26,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Character Customization;Hack and Slash,48,561,318,0,0,20000-50000,39.99,0,35000.0,63.82252559726962,0
322930,aerofly RC 7,2014-11-06,1,IPACS,IPACS,windows,0,Single-player,Indie;Simulation,Simulation;Indie;Flight,0,59,22,0,0,0-20000,29.99,0,10000.0,72.8395061728395,0
323190,Frostpunk,2018-04-24,1,11 bit studios,11 bit studios,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Strategy,City Builder;Survival;Strategy,75,22952,3202,1084,618,1000000-2000000,24.99,0,1500000.0,87.75713084040682,0
323470,DRAGON BALL XENOVERSE,2015-02-26,1,DIMPS,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;Action,50,12601,1680,2575,2530,500000-1000000,31.99,0,750000.0,88.23611791891324,1
324160,CLANNAD,2015-11-23,1,VisualArts/Key,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Visual Novel;Anime;Story Rich,22,1900,40,188,188,50000-100000,29.99,0,75000.0,97.9381443298969,0
324510,Boundless,2018-09-11,1,Wonderstruck,Square Enix,windows;mac,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Adventure;Indie;Massively Multiplayer;RPG,Sandbox;Massively Multiplayer;Open World,59,1153,486,55204,55204,20000-50000,32.99,0,35000.0,70.34777303233679,1
324800,Shadow Warrior 2,2016-10-13,1,Flying Wild Hog,Devolver Digital,windows,0,Single-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Gore;FPS,64,10152,1406,993,1655,200000-500000,34.99,0,350000.0,87.83526561688873,0
325610,Total War: ATTILA,2015-02-17,1,CREATIVE ASSEMBLY,SEGA,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Historical;War,118,12297,4469,2147,2926,1000000-2000000,29.99,0,1500000.0,73.34486460694262,1
329890,MyRPG Master,2015-02-09,1,DragonHead Studio,Plug In Digital,windows,0,Single-player,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Early Access,Early Access;Design & Illustration;Animation & Modeling,0,26,41,0,0,0-20000,29.99,0,10000.0,38.80597014925373,0
330720,Flashpoint Campaigns: Red Storm Player's Edition,2014-11-21,1,On Target Simulations,Slitherine Ltd.,windows,0,Single-player;Multi-player,Strategy,Strategy;Wargame;Cold War,0,117,11,0,0,0-20000,36.99,0,10000.0,91.40625,1
331600,One Piece Pirate Warriors 3,2015-08-27,1,"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action,Anime;Action;Adventure,40,4456,962,311,440,200000-500000,31.99,0,350000.0,82.24437061646364,0
332310,LEGO® Worlds,2017-03-07,1,TT Games;Traveller's Tales,Warner Bros. Interactive Entertainment,windows,0,Single-player;Online Multi-Player;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Adventure,LEGO;Open World;Building,71,9013,2738,723,783,500000-1000000,24.99,0,750000.0,76.69985533146115,0
335070,VRC PRO,2015-03-24,1,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Indie;Racing;Simulation;Sports,Racing;Simulation;Sports,30,204,59,0,0,0-20000,29.99,0,10000.0,77.56653992395437,1
335300,DARK SOULS™ II: Scholar of the First Sin,2015-04-01,1,"FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc",windows,16,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,Action;RPG,RPG;Dark Fantasy;Difficult,38,25959,4289,3189,2442,1000000-2000000,29.99,0,1500000.0,85.82055011901613,1
335850,After Reset RPG,2015-03-09,1,Black Cloud Studios,Black Cloud Studios,windows;mac;linux,0,Single-player,Adventure;Indie;RPG;Early Access,Early Access;RPG;Adventure,0,35,92,0,0,0-20000,29.99,0,10000.0,27.559055118110237,0
337760,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,2015-01-22,1,VR Designs,Slitherine Ltd.,windows,0,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;World War II,0,46,6,0,0,0-20000,29.99,0,10000.0,88.46153846153845,1
340210,Predestination,2019-02-26,1,Brain and Nerd Ltd,Brain and Nerd Ltd,windows,0,Single-player,Indie;Strategy,Strategy;Indie;4X,0,37,21,0,0,0-20000,24.99,0,10000.0,63.793103448275865,0
342180,Arizona Sunshine,2016-12-06,1,Vertigo Games;Jaywalkers Interactive,Vertigo Games,windows,18,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Zombies;VR;Horror,42,3164,550,128,128,200000-500000,29.99,0,350000.0,85.19116855142703,1
342940,Project: Gorgon,2018-03-12,1,"Elder Game, LLC","Elder Game, LLC",windows;mac;linux,0,MMO,Indie;Massively Multiplayer;RPG;Early Access,Early Access;Massively Multiplayer;RPG,0,594,107,0,0,20000-50000,30.99,0,35000.0,84.73609129814551,0
344630,Princess Evangile All Ages Version,2015-03-27,1,MOONSTONE,MangaGamer,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Anime;Visual Novel;Adventure,0,170,19,252,252,20000-50000,26.99,0,35000.0,89.94708994708994,0
345610,The Fruit of Grisaia,2015-05-29,1,Frontwing,Frontwing USA,windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Visual Novel;Anime;Nudity,0,692,37,4187,4187,20000-50000,29.99,0,35000.0,94.92455418381344,0
346110,ARK: Survival Evolved,2017-08-27,1,Studio Wildcard;Instinct Games;Efecto Studios;Virtual Basement LLC,Studio Wildcard,windows;mac;linux,0,Single-player;Multi-player;MMO;Co-op;Steam Achievements;Full controller support;VR Support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Action;Adventure;Indie;Massively Multiplayer;RPG,Survival;Open World;Multiplayer,32,145035,66603,14154,1470,5000000-10000000,44.99,0,7500000.0,68.52975363592549,1
348470,SAMURAI WARRIORS 4-II,2015-09-29,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Action;Hack and Slash;Historical,54,757,215,0,0,20000-50000,39.99,0,35000.0,77.88065843621399,1
348710,Saint Seiya: Soldiers' Soul,2015-11-24,1,DIMPS,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;Action,50,1588,152,0,0,50000-100000,39.99,0,75000.0,91.26436781609195,1
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-04,1,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure,Anime;Fighting;Action,53,17336,3456,767,635,1000000-2000000,24.99,0,1500000.0,83.37822239322816,1
350310,BLADESTORM: Nightmare,2015-05-28,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Strategy;Hack and Slash,46,177,118,0,0,0-20000,49.99,0,10000.0,60.0,0
350640,Sherlock Holmes: The Devil's Daughter,2016-06-10,1,Frogwares,Bigben Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Detective;Adventure;Story Rich,25,2299,812,216,429,200000-500000,29.99,0,350000.0,73.89906782385086,0
351970,Tales of Zestiria,2015-10-19,1,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,JRPG;Anime;RPG,56,5300,972,1445,1495,500000-1000000,39.99,0,750000.0,84.50255102040816,0
353190,Bombshell,2016-01-29,1,Slipgate Ironworks™,3D Realms,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure;Female Protagonist,39,182,113,0,0,20000-50000,29.99,0,35000.0,61.694915254237294,0
354160,WRC 5 FIA World Rally Championship,2015-10-08,1,KT Racing,Bigben Interactive;Plug In Digital,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing,Racing;Simulation;Multiplayer,37,239,215,0,0,20000-50000,29.99,0,35000.0,52.6431718061674,1
355790,Styx: Shards of Darkness,2017-03-14,1,Cyanide Studio,Focus Home Interactive,windows,0,Single-player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Violent;Action;Adventure,Stealth;Adventure;Action,38,1532,388,78,104,100000-200000,34.99,0,150000.0,79.79166666666667,0
356190,Middle-earth™: Shadow of War™,2017-10-09,1,Monolith Productions,WB Games,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Action;Adventure;RPG,Open World;Action;RPG,72,19813,5633,1587,1265,1000000-2000000,34.99,0,1500000.0,77.86292541067358,0
360430,Mafia III,2016-10-06,1,Hangar 13;Aspyr (Mac),2K;Aspyr (Mac),windows;mac,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Violent;Gore;Action;Adventure,Crime;Open World;Action,85,13366,13650,564,548,1000000-2000000,34.99,0,1500000.0,49.47438554930412,0
360830,Yooka-Laylee,2017-04-11,1,Playtonic Games,Team17 Digital Ltd,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie,3D Platformer;Adventure;Kickstarter,35,2434,791,57,57,200000-500000,34.99,0,350000.0,75.47286821705427,0
363090,NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,2015-06-25,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Cloud,Strategy,Strategy,0,50,13,0,0,20000-50000,39.99,0,35000.0,79.36507936507937,0
363130,Toukiden: Kiwami,2015-06-25,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Action;Hunting;Co-op,50,734,370,1532,1532,50000-100000,49.99,0,75000.0,66.48550724637681,0
363150,ROMANCE OF THE THREE KINGDOMS XIII / 三國志13,2016-01-27,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Cloud,Simulation,Strategy;Simulation;Historical,0,2183,2520,0,0,200000-500000,49.99,0,350000.0,46.41718052307038,0
363680,Battlefleet Gothic: Armada,2016-04-21,1,Tindalos Interactive,Focus Home Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled,Strategy,Strategy;Space;Warhammer 40K,50,3048,1435,856,1647,200000-500000,24.99,0,350000.0,67.99018514387687,1
363890,RPG Maker MV,2015-10-23,1,KADOKAWA;Yoji Ojima,Degica,windows;mac;linux,0,Steam Trading Cards;Partial Controller Support,Design & Illustration;Web Publishing,RPGMaker;Game Development;RPG,0,2344,324,331,331,200000-500000,60.99,0,350000.0,87.85607196401799,0
364360,Total War: WARHAMMER,2016-05-24,1,CREATIVE ASSEMBLY;Feral Interactive (Linux);Feral Interactive (Mac),SEGA;Feral Interactive (Linux);Feral Interactive (Mac),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Strategy,Strategy;Fantasy;War,185,29826,9878,3610,4356,1000000-2000000,39.99,0,1500000.0,75.1208946201894,1
364970,CopperCube 5 Game Engine,2015-05-01,1,Ambiera e.U.,Ambiera e.U.,windows,0,Includes level editor,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities,Design & Illustration;Animation & Modeling;Game Development,0,36,15,0,0,0-20000,55.99,0,10000.0,70.58823529411765,0
365590,Tom Clancy’s The Division™,2016-03-07,1,Massive Entertainment,Ubisoft,windows,18,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases,Action;Adventure;RPG,Open World;Multiplayer;Third-Person Shooter,0,49832,25607,4252,1952,2000000-5000000,41.99,0,3500000.0,66.05601877013217,1
365960,rFactor 2,2015-11-12,1,Studio 397,Studio 397,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Racing;Simulation;Sports,Racing;Simulation;Sports,25,1057,227,0,0,100000-200000,25.79,0,150000.0,82.3208722741433,1
366640,Shiness: The Lightning Kingdom,2017-04-18,1,Enigami,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,RPG;Action;Adventure,39,189,104,0,0,0-20000,24.99,0,10000.0,64.50511945392492,0
366910,The Long Journey Home,2017-05-30,1,Daedalic Studio West,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG;Simulation;Strategy,Space;Strategy;Simulation,69,826,437,282,282,50000-100000,26.99,0,75000.0,65.39984164687253,0
368220,Close Combat - Panthers in the Fog,2015-05-14,1,Matrix Games,Slitherine Ltd.,windows,0,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;World War II,0,53,35,0,0,0-20000,29.99,0,10000.0,60.22727272727273,1
368500,Assassin's Creed® Syndicate,2015-11-18,1,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,windows,0,Single-player;In-App Purchases;Partial Controller Support,Action;Adventure,Assassin;Open World;Action,0,7203,2391,564,680,500000-1000000,33.99,0,750000.0,75.07817385866167,0
369390,Scourge of War: Waterloo,2015-11-19,1,NorbSoftDev,Slitherine Ltd.,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards,Simulation;Strategy,Strategy;Simulation;Wargame,0,109,31,0,0,0-20000,29.99,0,10000.0,77.85714285714286,1
369440,Immortal: Unchained,2018-09-07,1,Toadman Interactive,Toadman Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,RPG;Action;Adventure,43,365,139,0,0,0-20000,24.99,0,10000.0,72.42063492063492,0
370350,LOTUS-Simulator,2018-09-14,1,Oriolus Software GmbH,Oriolus Software GmbH,windows,0,Single-player;VR Support;Steam Workshop;Partial Controller Support,Simulation;Early Access,Early Access;Simulation;Singleplayer,0,94,35,0,0,0-20000,32.99,0,10000.0,72.86821705426357,0
370540,Gary Grigsby's War in the East,2015-07-09,1,2by3 Games,Slitherine Ltd.,windows,0,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;Wargame,0,235,15,0,0,0-20000,60.99,0,10000.0,94.0,1
370840,Rugby Challenge 3,2016-06-28,1,Wicked Witch Software,Wicked Witch Software;Tru Blu Games,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Sports,Sports,50,47,34,0,0,0-20000,39.95,0,10000.0,58.0246913580247,1
371660,Far Cry® Primal,2016-02-29,1,Ubisoft,Ubisoft,windows,18,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Survival;Action,0,8428,2633,949,923,500000-1000000,41.99,0,750000.0,76.1956423469849,0
373420,Divinity: Original Sin - Enhanced Edition,2015-10-27,1,Larian Studios,Larian Studios,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Turn-Based;Co-op,54,10601,1201,1559,1190,1000000-2000000,29.99,0,1500000.0,89.82375868496865,1
373930,Sudden Strike 4,2017-08-11,1,Kite Games,Kalypso Media Digital,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Strategy,Strategy;World War II;RTS,61,2579,1107,0,0,50000-100000,39.99,0,75000.0,69.96744438415627,1
374320,DARK SOULS™ III,2016-04-11,1,"FromSoftware, Inc.","FromSoftware, Inc.;BANDAI NAMCO Entertainment",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action,Dark Fantasy;Difficult;RPG,43,100412,9953,4222,1776,2000000-5000000,39.99,0,3500000.0,90.98174240021746,1
374520,Champions of Anteria™,2016-08-30,1,Blue Byte,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,Strategy;RPG;City Builder,44,65,69,0,0,0-20000,25.99,0,10000.0,48.507462686567166,0
375450,NOBUNAGA'S AMBITION: Sphere of Influence - Ascension / 信長の野望･創造 戦国立志伝,2016-03-23,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Historical;Grand Strategy,29,331,243,0,0,100000-200000,49.99,0,150000.0,57.66550522648084,0
375900,Trackmania® Turbo,2016-03-24,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support;Includes level editor,Massively Multiplayer;Racing,Racing;Level Editor;Arcade,0,742,441,8159,8159,50000-100000,33.99,0,75000.0,62.721893491124256,1
375910,Anno 2205™,2015-11-02,1,Blue Byte,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy,Strategy;City Builder;Simulation,198,2141,1245,1930,3613,200000-500000,33.99,0,350000.0,63.2309509746013,0
377520,Pike and Shot : Campaigns,2015-08-13,1,Byzantine Games;The Lordz Games Studio,Slitherine Ltd.,windows,0,Single-player;Multi-player,Strategy,Strategy;Turn-Based;Historical,0,118,37,0,0,0-20000,29.99,0,10000.0,76.12903225806451,1
